Unnamed: 0,variable,file,level1,value1,level2,value2,level3,value3,level4,value4,level5,value5,code,size
382,LSDCODE,LSD,Vehicles,5,Vehicle Expenses - Maintenance,9,Automobile,100.0,not,not,not,not,100,0
383,LSDCODE,LSD,Property,494,Vehicles,12,Truck or Van,110.0,not,not,not,not,110,0
384,LSDCODE,LSD,Vehicles,5,Rented and Leased Vehicles,3,Truck or Van,110.0,not,not,not,not,110,0
385,LSDCODE,LSD,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
386,LSDCODE,LSD,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
387,LSDCODE,LSD,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
388,LSDCODE,LSD,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
389,LSDCODE,LSD,Property,494,Vehicles,12,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
390,LSDCODE,LSD,Vehicles,5,Rented and Leased Vehicles,3,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
391,LSDCODE,LSD,Vehicles,5,Owned Vehicle Detailed,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
392,LSDCODE,LSD,Vehicles,5,Owned Vehicles,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
393,MEDPCARY,MDB,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Womens Clothing,34.0,Womens Combined expense (any item in section / part),900.0,not,not,900,3418902000
394,MEDPCARY,MDB,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Mens Clothing,34.0,Mens Combined expense (any item in section / part),900.0,not,not,900,3418902000
395,MEDPCARY,MDB,Property,494,Utilities and Services on Property,42,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
396,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
397,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
398,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,2119797680
399,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,623835680
400,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,2119797680
401,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,623835680
402,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,2119797680
403,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,623835680
404,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,2119797680
405,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,623835680
406,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,7277195040
407,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,7277195040
408,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,12421652000
409,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,12421652000
410,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,581102600
411,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,581102600
412,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,13622427200
413,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,23567452800
414,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,13622427200
415,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,23567452800
416,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,13622427200
417,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,23567452800
418,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,13622427200
419,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,23567452800
420,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,1300412160
421,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,1300412160
422,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,22685858400
423,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,22685858400
424,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,18214208000
425,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,707696520
426,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,18214208000
427,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,707696520
428,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,18214208000
429,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,707696520
430,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,18214208000
431,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,707696520
432,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,2093959560
433,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,1300412160
434,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,2093959560
435,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,1300412160
436,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,2093959560
437,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,1300412160
438,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,2093959560
439,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,1300412160
440,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,939987720
441,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,437174040
442,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,939987720
443,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,437174040
444,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,939987720
445,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,437174040
446,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,939987720
447,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,437174040
448,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,1567323960
449,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,1567323960
450,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,2606436480
451,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,581102600
452,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,2606436480
453,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,581102600
454,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,2606436480
455,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,581102600
456,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,2606436480
457,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,581102600
458,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,19827600000
459,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,19827600000
460,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,707696520
461,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,7277195040
462,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,707696520
463,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,7277195040
464,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,707696520
465,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,7277195040
466,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,707696520
467,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,7277195040
468,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,437174040
469,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,437174040
470,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,623835680
471,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,623835680
472,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,23567452800
473,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,23567452800
474,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,484872960
475,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,484872960
476,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,185503680
477,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,185503680
478,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,205683760
479,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,205683760
480,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,927796320
481,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,927796320
482,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,937784320
483,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,937784320
484,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,2909160800
485,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,2909160800
486,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,64454040
487,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,64454040
488,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,227432880
489,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,227432880
490,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,6773309200
491,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,6773309200
492,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,1275415200
493,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,1275415200
494,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,2722540080
495,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,2722540080
496,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,2093959560
497,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,2093959560
498,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,109878080
499,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,109878080
500,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,484872960
501,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,484872960
502,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,581102600
503,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,581102600
504,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,205683760
505,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,205683760
506,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,64258120
507,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,64258120
508,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,214685880
509,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,214685880
510,MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,185503680
511,MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,185503680
512,MEDRCARY,MDC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Womens Clothing,34.0,Womens Combined expense (any item in section / part),900.0,not,not,900,127785600
513,MEDRCARY,MDC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Mens Clothing,34.0,Mens Combined expense (any item in section / part),900.0,not,not,900,127785600
514,MEDRCARY,MDC,Property,494,Utilities and Services on Property,42,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
515,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
516,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
517,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,17992480
518,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,51001600
519,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,17992480
520,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,51001600
521,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,17992480
522,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,51001600
523,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,17992480
524,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,51001600
525,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,128027040
526,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,128027040
527,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,195272000
528,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,195272000
529,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,70102040
530,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,70102040
531,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,508708800
532,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,403944000
533,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,508708800
534,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,403944000
535,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,508708800
536,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,403944000
537,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,508708800
538,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,403944000
539,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,39015680
540,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,39015680
541,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,431358000
542,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,431358000
543,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,477508400
544,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,19316720
545,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,477508400
546,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,19316720
547,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,477508400
548,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,19316720
549,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,477508400
550,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,19316720
551,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,19487160
552,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,39015680
553,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,19487160
554,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,39015680
555,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,19487160
556,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,39015680
557,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,19487160
558,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,39015680
559,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,0
560,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,0
561,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,0
562,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,0
563,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,0
564,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,0
565,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,0
566,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,0
567,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,43567520
568,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,43567520
569,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,64789440
570,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,70102040
571,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,64789440
572,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,70102040
573,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,64789440
574,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,70102040
575,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,64789440
576,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,70102040
577,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,611918000
578,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,611918000
579,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,19316720
580,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,128027040
581,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,19316720
582,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,128027040
583,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,19316720
584,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,128027040
585,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,19316720
586,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,128027040
587,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,0
588,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,0
589,MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,51001600
590,MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,51001600
