variable,file,level1,value1,level2,value2,level3,value3,level4,value4,level5,value5,code,size
MEDPCARY,MDB,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Mens Clothing,34.0,Mens Combined expense (any item in section / part),900.0,not,not,900,3418902000
MEDPCARY,MDB,Property,494,Utilities and Services on Property,42,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,3418902000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,2119797680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,2119797680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,2119797680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,2119797680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,12421652000
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,12421652000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,13622427200
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,13622427200
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,13622427200
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,13622427200
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,22685858400
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,22685858400
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,18214208000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,18214208000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,18214208000
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,18214208000
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,1300412160
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,939987720
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,939987720
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,939987720
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,939987720
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,1567323960
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,1567323960
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,2606436480
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,2606436480
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,2606436480
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,2606436480
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,19827600000
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,19827600000
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,707696520
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,7277195040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,437174040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,623835680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,23567452800
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,484872960
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,484872960
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,185503680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,185503680
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,205683760
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,205683760
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,927796320
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,927796320
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,937784320
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,937784320
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,2909160800
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,2909160800
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,64454040
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,64454040
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,227432880
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,227432880
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,6773309200
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,6773309200
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,1275415200
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,1275415200
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,2722540080
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,2722540080
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,2093959560
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,109878080
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,109878080
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,484872960
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,484872960
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,581102600
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,205683760
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,205683760
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,64258120
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,64258120
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,214685880
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,214685880
MEDPCARY,MDB,Health Care,3,Payments for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,185503680
MEDPCARY,MDB,Health Care,3,Reimbursements for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,185503680
MEDRCARY,MDC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Womens Clothing,34.0,Womens Combined expense (any item in section / part),900.0,not,not,900,127785600
MEDRCARY,MDC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Mens Clothing,34.0,Mens Combined expense (any item in section / part),900.0,not,not,900,127785600
MEDRCARY,MDC,Property,494,Utilities and Services on Property,42,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,127785600
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,17992480
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,17992480
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,220,17992480
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,220.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,220,17992480
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Care in convalescent or nursing home,520.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services(100, 110)",120.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,195272000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (200-240),250.0,not,not,not,not,250,195272000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Combined medicine and medical supplies (500, 520, 550, 560)",530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,508708800
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,508708800
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,400,508708800
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,400.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,400,508708800
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Dental care,200.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (300, 310)",320.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,431358000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Eye examination or eye surgery,300.0,not,not,not,not,300,431358000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,477508400
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,477508400
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,100,477508400
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,100.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,100,477508400
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room,310.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,110.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital services,320.0,not,not,not,not,320,39015680
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,210,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,210.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,210,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Lab test and X-rays,510.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,43567520
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Nursing services and therapeutic treatments,230.0,not,not,not,not,230,43567520
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,64789440
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,64789440
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,240,64789440
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,240.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,240,64789440
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care,530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,611918000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs.,500.0,not,not,not,not,500,611918000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,310.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,310,19316720
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of eyeglasses or contact lenses,120.0,not,not,not,not,120,128027040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical supplies or surgical supplies and equipment,510.0,not,not,not,not,510,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment,520.0,not,not,not,not,520,51001600
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Services by practitioner other than physician,200.0,not,not,not,not,200,403944000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,25765080
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Combined hospital room and services (310, 320)",330.0,not,not,not,not,330,25765080
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,50717000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Services by medical professionals other than physician,410.0,not,not,not,not,410,50717000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Prescribed medicines or drugs,620.0,not,not,not,not,620,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of medical or surgical equipment for general use,660.0,not,not,not,not,660,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase of supportive or convalescent equipment,640.0,not,not,not,not,640,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Rental of medical or surgical equipment for general use,650.0,not,not,not,not,650,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,83328840
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Rental of supportive or convalescent equipment,630.0,not,not,not,not,630,83328840
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Adult daycare centers,710.0,not,not,not,not,710,0
